,labels,responses
1212,SARCASM,Logically 17 weeks rankings 25 teams 17 # 1 teams 17 #25 teams 425 ranked teams season It's perfect
1213,SARCASM,Redistributing continue effective filed STATE COURTS ruling means SCOTUS irrelevant issue ... cases brought & Roberts rule SCOTUS legal authority ... ( )
1214,SARCASM,replied He's terrible fighter fkn casuals bulldog missus
1215,SARCASM,waiting second attempt great service #winning
1216,SARCASM,don't hear hear annoying grunts & moans completing dizzying set 3 bouncing weights floor Truly dazzling work dude
1217,SARCASM,ended karaoke Japs good watch stitches
1218,SARCASM,huge done Awesome usually gets back
1219,SARCASM,wants deny black & women vote states decide
1220,SARCASM,Went way typed two words posts made purporting don't care
1221,SARCASM,Mark criminals made rich prohibition good new
1222,SARCASM,i'm sure trolled accounts 2 thing ___
1223,SARCASM,tbh I'd able drink act teenager child call immature
1224,SARCASM,Oh yeah #Uber CEO blaming society #Sexualassaults Uber vehicles public don't assaulted gas man plumber .. He's defending Uber .. Don't take cab service assaulted mechanic
1225,SARCASM,guy supporting adulterous sexual predator calling people degenerate
1226,SARCASM,quote orange skinned man regarding white supremacist Nazis versus people object white supremacist Nazis good sides
1227,SARCASM,Yes make Trek mindless ubiquity commodities generations inspired serious impact society CBS wants Star Trek days
1228,SARCASM,Says man woman bot flag
1229,SARCASM,Exactly difficult budget coming needs expect better job work harder thing stopping millionaire laziness sentence
1230,SARCASM,call iBlack players usually aren't
1231,SARCASM,fact don't understand protest
1232,SARCASM,ve dozens people share story verifiably wrong information attempts confirm specific bias
1233,SARCASM,sounds swell throw Mall Borj sort course 5 star restaurants Shisha help encourage nature loving minorities visit #LakeDistrict
1234,SARCASM,Right Sacrificing strategic regional military bases kill replaceable guy brilliant foreign policy
1235,SARCASM,I'm sure monk guarantee don't Bama win AR #traitor
1236,SARCASM,Yea came words that's FACT Literally word word Bye bye
1237,SARCASM,keep saying act intolerant
1238,SARCASM,meter exploded reading text ...
1239,SARCASM,sounds open mind #DaNangDick #StolenValor
1240,SARCASM,grew Catholic turned atheist found Spirituality Quantum Physics lol
1241,SARCASM,know ur buddy Trump going trial raping 13 yo right What's
1242,SARCASM,Yah im sure complete control government coincidence help maintain control populations prevent protests aid illicit activities ( aka $ $ $ )
1243,SARCASM,he's dumb think sun rays protrude ground
1244,SARCASM,narrow definition makes science work example tweet phone tablet PC
1245,SARCASM,problem w critiquing fundamentally illiberal #academia2016
1246,SARCASM,ppl evidence claim millions voted illegally
1247,SARCASM,nah It's gonna bother saying wasn't ironic song literally irony
1248,SARCASM,random e sentence correcting spelling _
1249,SARCASM,funny ... haven't ... lol #clintonFoundation
1250,SARCASM,can't form coherent sentence Bloody foreigners coming learning language
1251,SARCASM,Yep racists aren't
1252,SARCASM,Agree common sense tell looking didn't participate ... punished it's cool I'm glad commish working robo-umps ...
1253,SARCASM,American Chopsuey best things desi Chinese menu
1254,SARCASM,logic statement great long term planning trump
1255,SARCASM,He's went w #SafeSpace b c upset benign tells MC job description Wants echo chamber
1256,SARCASM,lol true going antisocial phase works great u hang 11 people everyday
1257,SARCASM,forgot add wouldn't trigger mob sense humor
1258,SARCASM,There's terms reflect sending Senate demands Quid Pro Quo & Abuse Power sane Democrats call spade spade exist anymore
1259,SARCASM,compared stormont nazi Germany's earlier Sounds you've common adolf realise _
1260,SARCASM,I've heard people say voted Leave prevent Muslims taking _ hard know _ _
1261,SARCASM,complaining allegedly prick asshole calling prick asshole
1262,SARCASM,Couple favorite quotes Cenk reason wouldn't equality women incredibly weak man woman didn't equality society wouldn't angry Sure sounds sexist
1263,SARCASM,course vote totally miss point .. saying didn't vote Boris did vote EU President UK EU .. figure democratic level #BetterTogether
1264,SARCASM,it'll take bite man good member ;-)
1265,SARCASM,exactly refuse mention specific think education
1266,SARCASM,Exactly Bill Clinton Impeached Senate allowed stay job ; forever impeached ( Notice left denied ) Trump joins ranks Clinton guess difference Clinton brave testify
1267,SARCASM,Oh it'll money Didn't KH say people work prostitute
1268,SARCASM,Trump didn't rely old racist ideology Shepardized GREAT READ
1269,SARCASM,Did seriously #incompetant hash tag
1270,SARCASM,A50 invoked June 24th take EU courts
1271,SARCASM,uh huh ( that's ) didn't realize random people twitter deep control government
1272,SARCASM,3 chicks hot cares article #girlsofharvard
1273,SARCASM,complained supposed misogyny Twenty-five mins later told woman cow #hypocrisy
1274,SARCASM,LOL cry-laugh emoji wasn't hint Tulsi excellently managed finances candidates resources drop
1275,SARCASM,assuming 500 fictional witness reports true 2000 years
1276,SARCASM,agrees U 2 resist says Dems aren't listening & U tell 2 away ___
1277,SARCASM,poke eye time watered MIL tongue plant
1278,SARCASM,: state affairs event deliberately contrary expects #Appropriate
1279,SARCASM,literally word means hate people come country don't learn language
1280,SARCASM,Says liberal hypocrite did exactly Hilarious #projection #VoidOfSelfAwareness #FredoCuomo
1281,SARCASM,eating 1 vegan meal wearing Tux AWARD SEASON climate change balances private planes limos yachts yaaa let's celebrate #selfimportanthypocrites
1282,SARCASM,... forgot different sense humor hitler guess
1283,SARCASM,: consider #Hypocrisy forbidding abortions simultaneously destroying access public education
1284,SARCASM,Wingnut dislikes post knocking media declares life void moral compass & decries dramatics
1285,SARCASM,know safe total ban read
1286,SARCASM,govt uses fear perverts enforce Orwellian surveillance course real criminals know bypass
1287,SARCASM,did put end tweet joke know you'll make money buying space that's actually paid impression click online old media formats it's based estimates
1288,SARCASM,looks dodgy Sue £ 28.87 roast dinner Toby Carvery cheaper #BackBoris
1289,SARCASM,support #POTUS who's 10 women accuse sexual assault #guiltyconscious
1290,SARCASM,asking 4 proof electing guy whos offered support business claims =
1291,SARCASM,Video evidence disputed trump supporter
1292,SARCASM,rest stop reveals hates small dogs Immediately comment Ryan attacked mini chihuahua
1293,SARCASM,probably put original tweet clearly emphasizing things capital letter missed tweets ( bad )
1294,SARCASM,did they'd say dumb buy machine
1295,SARCASM,It's funny cause definition proved point Thanks deliberately added hashtag contradiction statement
1296,SARCASM,: legacy independence referendum people aware British Labour's treachery
1297,SARCASM,don't started white white violence topic
1298,SARCASM,women suppose willingly wish suffering gender
1299,SARCASM,Lord Admiral Dominus Van Rens Mitch Berg mild-mannered geek talk show host ingenious cover
1300,SARCASM,American Public Love mean hes TV Love TV right good
1301,SARCASM,white folks [ especially ] didn't view blackface wrong bc ‘ attire' make right stupid idiotic insensitive wouldn't catch whiteface tea China
1302,SARCASM,Remember autocorrect devices misspell people Guns auto kill people people
1303,SARCASM,think clever chatbot win Scripted support rep Chatbot human #custserv
1304,SARCASM,yup #YECs accept super rapid #evolution can't find Bishop Usher's chronology #canuckdragon
1305,SARCASM,He's setting great example daughter _
1306,SARCASM,Tragically Democrats Hysterical Control Freak Drama Queens 160 Years Ago #GOP #PartyOfLincoln
1307,SARCASM,describes #SouthAfrica #communists #racist government swinging white black apartheid darkly amusing map correct 10 % problem apartheid
1308,SARCASM,George Bush half Black Obama's & Sheeple & ilk right
1309,SARCASM,funny claiming voters aren't single-minded racist sexist horrible
1310,SARCASM,u keep sitting prove proud u r _
1311,SARCASM,standby lets hope needing train home
1312,SARCASM,Nice know Ryan EC foreign concept & 2 think made 2 stop megalomaniacs POTUS
1313,SARCASM,Huns animals Rep fks hoped wd win ww1
1314,SARCASM,Chelsea girl needed Kevin triangle
1315,SARCASM,Yeah Constitution parts aren't fake news Trump Second Amendment Article 2 ( kinda )
1316,SARCASM,idk flipped #trump talked Taiwan cuz 1 china policy sell military gear __
1317,SARCASM,Christ can't English grammar properly opinion countries future
1318,SARCASM,2 tweet box = I'm talking u 2 tweeps & responded means obsessed
1319,SARCASM,rhymes better say Al Gore climate whore
1320,SARCASM,impeccable prob w HRC :
1321,SARCASM,dismissiveness tone video cause dismiss
1322,SARCASM,Yes advantage knew voting mere Brexiteer didn't understand ( we're clever ) economy growing eu27 retracting fast bearing
1323,SARCASM,delicious sense think reflect guides lives | #Religion
1324,SARCASM,aw called snowflake term liberals crying started
1325,SARCASM,English fungible understood meaning missed flourish #Humour
1326,SARCASM,Yeah there's money made advocating evolution science
1327,SARCASM,it's having human rights film festival screwing staff
1328,SARCASM,it's crazy states Bernie won primary ones Hill lost general
1329,SARCASM,make sense right
1330,SARCASM,shhh dnt tell tourists #Israel monopolised contract Chinese dragon fruit & Indian mangoes #EU supermarkets
1331,SARCASM,closet wife beard
1332,SARCASM,come tomorrow say sorry messed
1333,SARCASM,What's writing spelling think tweet break heart real writers english professors copy editors trying promote good communication writing #grammar
1334,SARCASM,lot fascists take Saddam take Gaddafi elect Trump
1335,SARCASM,I'm sure suicidal people rational consider conspiracy ramifications 30 plus years later
1336,SARCASM,they're streets bought paid george soros nazi collaborator
1337,SARCASM,superdelegates r ones hd demagogue run away w nomination
1338,SARCASM,can't saving time ... They're complaining having
1339,SARCASM,yep yep Took New York multi-millionaire understand speak America's white working class #ElectionNight
1340,SARCASM,needs it's dumbest things I've heard life
1341,SARCASM,Oh saying idea _
1342,SARCASM,people hurt Trump's trade policies working class know supporters
1343,SARCASM,car colour name course xxx __
1344,SARCASM,Think U R confused U claim cyclists think road U way
1345,SARCASM,ooo #ToryElectionFraud episodes don't hear ...
1346,SARCASM,pretty cowardly Leafs fans Martin going rookie Stecher Class act
1347,SARCASM,remember walking protests Shinchon guy wearing NYY hat yelling Yankee home
1348,SARCASM,campaign media scoffed scolded SAYING HRC
1349,SARCASM,agree bashing CAM IM make Conventional worthwhile ( esp regarding chronic disease ) fact lots learn CAM IM Debunkers huge distraction involved improving people undermine work
1350,SARCASM,u think I'm thick put it's I've feed
1351,SARCASM,added rental fr vacant bldg added costs least partly b passed successful tax
1352,SARCASM,Personally I'm bitter #HumanTarget #Invasion #Traveler lol & gets season 13 _
1353,SARCASM,migrants going vote island #hypocrisy
1354,SARCASM,b key actually start leave EU believes moment
1355,SARCASM,Nice Perfect Holier-Than-Thou Sounds You're #Arrogant Hateful #Judgemental Bigot
1356,SARCASM,LOL Bitter cynical Accept human nature don't spend time idealizing failed concept Here's question : democracy republic insert democracy it's magic word solving ills deem problematic
1357,SARCASM,layout voting record right Donnie Hmm ... _
